"","GEOID","donations","total","NAME","variable","estimate","moe","donations_percapita"
"1","20601",1425,35154.4,"ZCTA5 20601","B01003_001",26236,1592,54.3146821161762
"2","20602",897,22974.04,"ZCTA5 20602","B01003_001",26835,1607,33.4264952487423
"3","20603",1449,54640.3600000001,"ZCTA5 20603","B01003_001",32726,1599,44.2767218725173
"4","20604",58,1159.21,NA,NA,NA,NA,NA
"5","20606",21,293.6,"ZCTA5 20606","B01003_001",314,129,66.8789808917197
"6","20607",578,12869.2,"ZCTA5 20607","B01003_001",10755,1740,53.7424453742445
"7","20608",26,960.7,"ZCTA5 20608","B01003_001",739,173,35.1826792963464
"8","20609",48,2305.44,"ZCTA5 20609","B01003_001",1211,310,39.6366639141206
"9","20610",40,2338.04,NA,NA,NA,NA,NA
"10","20611",35,826.2,"ZCTA5 20611","B01003_001",1354,242,25.8493353028065
"11","20612",146,717.07,"ZCTA5 20612","B01003_001",181,115,806.629834254144
"12","20613",1242,21712.1499999999,"ZCTA5 20613","B01003_001",13240,968,93.8066465256798
"13","20615",156,2400.24,"ZCTA5 20615","B01003_001",513,243,304.093567251462
"14","20616",292,6938.14,"ZCTA5 20616","B01003_001",6728,1155,43.4007134363853
"15","20617",122,2581.13,"ZCTA5 20617","B01003_001",715,204,170.629370629371
"16","20618",111,3086.19,"ZCTA5 20618","B01003_001",402,176,276.119402985075
"17","20619",1321,50741.1300000001,"ZCTA5 20619","B01003_001",13845,1470,95.4135066811123
"18","20620",163,5863.94,"ZCTA5 20620","B01003_001",1688,561,96.563981042654
"19","20621",39,1845.49,"ZCTA5 20621","B01003_001",1277,469,30.5403288958496
"20","20622",383,17405.31,"ZCTA5 20622","B01003_001",6692,1191,57.2325164375374
"21","20623",103,2147.44,"ZCTA5 20623","B01003_001",2619,348,39.327987781596
"22","20624",18,727.23,"ZCTA5 20624","B01003_001",1242,283,14.4927536231884
"23","20625",26,1835.37,"ZCTA5 20625","B01003_001",929,416,27.9870828848224
"24","20626",16,1488.6,"ZCTA5 20626","B01003_001",278,121,57.5539568345324
"25","20627",3,520.24,NA,NA,NA,NA,NA
"26","20628",88,2661.53,"ZCTA5 20628","B01003_001",452,257,194.690265486726
"27","20630",57,8129.48,"ZCTA5 20630","B01003_001",192,137,296.875
"28","20632",74,1660.46,"ZCTA5 20632","B01003_001",314,155,235.668789808917
"29","20634",2590,41293.0599999999,"ZCTA5 20634","B01003_001",6961,1013,372.072978020399
"30","20636",1831,39801.9999999999,"ZCTA5 20636","B01003_001",11295,1428,162.107127047366
"31","20637",1342,50569.8899999999,"ZCTA5 20637","B01003_001",5288,639,253.782148260212
"32","20639",4060,78700.2900000003,"ZCTA5 20639","B01003_001",15216,1167,266.824395373291
"33","20640",1132,23500.45,"ZCTA5 20640","B01003_001",11113,874,101.862683343832
"34","20645",104,2337.07,"ZCTA5 20645","B01003_001",653,154,159.264931087289
"35","20646",5750,92164.8600000004,"ZCTA5 20646","B01003_001",22583,975,254.616304299694
"36","20650",6687,111278.180000001,"ZCTA5 20650","B01003_001",14069,1305,475.300305636506
"37","20653",2289,45948.46,"ZCTA5 20653","B01003_001",26112,1521,87.6608455882353
"38","20656",4,4,NA,NA,NA,NA,NA
"39","20657",1350,80439.9200000004,"ZCTA5 20657","B01003_001",19711,1125,68.4896758155345
"40","20658",11,1121.18,"ZCTA5 20658","B01003_001",858,220,12.8205128205128
"41","20659",3755,91069.1900000005,"ZCTA5 20659","B01003_001",23030,1602,163.048198002605
"42","20660",2,2000,"ZCTA5 20660","B01003_001",0,13,Inf
"43","20662",133,9742.39,"ZCTA5 20662","B01003_001",2333,457,57.0081440205744
"44","20664",281,8245.47,"ZCTA5 20664","B01003_001",3285,595,85.5403348554034
"45","20667",30,1417.13,"ZCTA5 20667","B01003_001",868,617,34.5622119815668
"46","20670",19,705.89,"ZCTA5 20670","B01003_001",1620,451,11.7283950617284
"47","20674",209,9114.10000000001,"ZCTA5 20674","B01003_001",1082,444,193.160813308688
"48","20675",131,4188.69,"ZCTA5 20675","B01003_001",1662,384,78.820697954272
"49","20676",691,23146.86,"ZCTA5 20676","B01003_001",3631,652,190.305700908841
"50","20677",10510,52261.3000000004,"ZCTA5 20677","B01003_001",2215,341,4744.92099322799
"51","20678",2547,50940.4999999999,"ZCTA5 20678","B01003_001",12418,857,205.105492027702
"52","20680",44,1978.8,"ZCTA5 20680","B01003_001",649,234,67.7966101694915
"53","20684",75,3987.88,"ZCTA5 20684","B01003_001",784,265,95.6632653061224
"54","20685",1045,30678.4899999999,"ZCTA5 20685","B01003_001",6732,791,155.228758169935
"55","20686",5,389.33,"ZCTA5 20686","B01003_001",1639,517,3.05064063453325
"56","20687",7,244.3,"ZCTA5 20687","B01003_001",429,198,16.3170163170163
"57","20688",2245,37209.4799999999,"ZCTA5 20688","B01003_001",1945,588,1154.24164524422
"58","20689",49,2773.01,"ZCTA5 20689","B01003_001",2386,628,20.536462699078
"59","20690",735,14588.27,"ZCTA5 20690","B01003_001",950,306,773.684210526316
"60","20692",20,1091.63,"ZCTA5 20692","B01003_001",684,318,29.2397660818713
"61","20693",52,1714.54,"ZCTA5 20693","B01003_001",1171,547,44.4064901793339
"62","20695",426,14520.07,"ZCTA5 20695","B01003_001",8400,1028,50.7142857142857
"63","20701",15,1439.86,"ZCTA5 20701","B01003_001",760,548,19.7368421052632
"64","20703",36,1705.44,NA,NA,NA,NA,NA
"65","20705",805,22559.74,"ZCTA5 20705","B01003_001",28348,1742,28.3970650486807
"66","20706",1107,29126.8400000001,"ZCTA5 20706","B01003_001",45329,2502,24.4214520505637
"67","20707",1548,34556.4499999999,"ZCTA5 20707","B01003_001",32184,1133,48.0984340044743
"68","20708",789,54085.47,"ZCTA5 20708","B01003_001",26842,1931,29.3942329185605
"69","20709",7,876.03,NA,NA,NA,NA,NA
"70","20710",72,2001.27,"ZCTA5 20710","B01003_001",9483,262,7.59253400822525
"71","20711",727,37307.3,"ZCTA5 20711","B01003_001",7400,1091,98.2432432432432
"72","20712",173,4516.9,"ZCTA5 20712","B01003_001",9649,441,17.9293191004249
"73","20714",382,12063.77,"ZCTA5 20714","B01003_001",5331,886,71.6563496529732
"74","20715",4184,142469.330000001,"ZCTA5 20715","B01003_001",27360,1166,152.923976608187
"75","20716",1680,27480.63,"ZCTA5 20716","B01003_001",22223,1168,75.5973540926068
"76","20717",1,26.03,NA,NA,NA,NA,NA
"77","20718",1,24.98,NA,NA,NA,NA,NA
"78","20720",1111,34529.48,"ZCTA5 20720","B01003_001",23618,1488,47.0403929206537
"79","20721",535,14887.37,"ZCTA5 20721","B01003_001",30121,1891,17.7616944988546
"80","20722",233,3351.64,"ZCTA5 20722","B01003_001",5604,533,41.5774446823697
"81","20723",1100,43215.25,"ZCTA5 20723","B01003_001",36082,1969,30.4861149603681
"82","20724",696,11786.81,"ZCTA5 20724","B01003_001",17681,1751,39.3642893501499
"83","20725",12333,55055.4100000002,NA,NA,NA,NA,NA
"84","20726",8,423.17,NA,NA,NA,NA,NA
"85","20732",1193,30932.3399999999,"ZCTA5 20732","B01003_001",10295,664,115.881495871782
"86","20733",781,35883.32,"ZCTA5 20733","B01003_001",2645,651,295.274102079395
"87","20735",1180,22491.1399999999,"ZCTA5 20735","B01003_001",37009,1755,31.8841362911724
"88","20736",765,36527.3399999999,"ZCTA5 20736","B01003_001",8715,949,87.7796901893287
"89","20737",225,5443.21,"ZCTA5 20737","B01003_001",22666,1555,9.92676255183976
"90","20738",9,132,NA,NA,NA,NA,NA
"91","20740",1193,56220.71,"ZCTA5 20740","B01003_001",31723,643,37.60678372159
"92","20741",34,671.36,NA,NA,NA,NA,NA
"93","20742",1,1,"ZCTA5 20742","B01003_001",6511,402,0.153586238673015
"94","20743",183,4492.56,"ZCTA5 20743","B01003_001",38747,1572,4.7229462926162
"95","20744",2353,35052.25,"ZCTA5 20744","B01003_001",54572,2345,43.1173495565491
"96","20745",1032,53411.8099999997,"ZCTA5 20745","B01003_001",27503,1820,37.523179289532
"97","20746",140,2967.64,"ZCTA5 20746","B01003_001",26396,2012,5.30383391422943
"98","20747",375,12687.24,"ZCTA5 20747","B01003_001",41128,1853,9.11787589963042
"99","20748",653,14587.36,"ZCTA5 20748","B01003_001",38720,2347,16.8646694214876
"100","20749",83,79.15,NA,NA,NA,NA,NA
"101","20750",4,102.06,NA,NA,NA,NA,NA
"102","20751",672,10915.3,"ZCTA5 20751","B01003_001",1972,323,340.770791075051
"103","20753",7,250.49,NA,NA,NA,NA,NA
"104","20754",1336,44534.29,"ZCTA5 20754","B01003_001",6950,1028,192.230215827338
"105","20755",167,4977.14,"ZCTA5 20755","B01003_001",11340,1301,14.7266313932981
"106","20757",6,153.85,NA,NA,NA,NA,NA
"107","20758",135,4327.03,"ZCTA5 20758","B01003_001",486,173,277.777777777778
"108","20759",1027,36052.19,"ZCTA5 20759","B01003_001",4721,509,217.538657064181
"109","20760",3,30.82,NA,NA,NA,NA,NA
"110","20762",48,14706.78,"ZCTA5 20762","B01003_001",3316,485,14.475271411339
"111","20763",71,3276.51,"ZCTA5 20763","B01003_001",1955,533,36.3171355498721
"112","20764",462,12968.5,"ZCTA5 20764","B01003_001",3482,587,132.68236645606
"113","20765",522,6221.26,"ZCTA5 20765","B01003_001",530,253,984.905660377358
"114","20768",8,446.61,NA,NA,NA,NA,NA
"115","20769",210,15896.25,"ZCTA5 20769","B01003_001",6172,1162,34.0246273493195
"116","20770",496,21328.51,"ZCTA5 20770","B01003_001",24602,548,20.1609625233721
"117","20772",1389,31955.9399999999,"ZCTA5 20772","B01003_001",46471,2511,29.8896085730886
"118","20773",22,1109.36,NA,NA,NA,NA,NA
"119","20774",841,21914.56,"ZCTA5 20774","B01003_001",49907,2104,16.851343498908
"120","20775",8,80,NA,NA,NA,NA,NA
"121","20776",1963,65721.77,"ZCTA5 20776","B01003_001",2940,545,667.687074829932
"122","20777",293,20180.67,"ZCTA5 20777","B01003_001",3444,447,85.075493612079
"123","20778",393,16143.26,"ZCTA5 20778","B01003_001",2460,680,159.756097560976
"124","20779",125,5277,"ZCTA5 20779","B01003_001",956,279,130.753138075314
"125","20781",158,10096.33,"ZCTA5 20781","B01003_001",11460,964,13.7870855148342
"126","20782",7196,26050.8300000003,"ZCTA5 20782","B01003_001",32527,1828,221.231592215698
